add-s,12,20,480,519000,1081,0
add-s,12,40,960,1698000,1768,0
add-s,12,80,1920,3230000,1682,0
add-s,12,100,2400,1093000,455,0
add-s,12,1000,24000,64921000,2705,0
add-s,12,10000,240000,1339459000,5581,0
add-c,1,10,20,74000,3700,0
add-c,1,20,40,169000,4225,0
add-c,1,40,80,77000,962,0
add-c,1,80,160,76000,475,0
add-c,1,100,200,89000,445,0
add-c,1,1000,2000,86000,43,0
add-c,1,10000,20000,283000,14,0
add-c,2,10,40,130000,3250,0
add-c,2,20,80,235000,2937,0
add-c,2,40,160,142000,887,0
add-c,2,80,320,122000,381,0
add-c,2,100,400,120000,300,0
add-c,2,1000,4000,215000,53,0
add-c,2,10000,40000,4984000,124,0
add-c,4,10,80,211000,2637,0
add-c,4,20,160,191000,1193,0
add-c,4,40,320,177000,553,0
add-c,4,80,640,319000,498,0
add-c,4,100,800,210000,262,0
add-c,4,1000,8000,1555000,194,0
add-c,4,10000,80000,25335000,316,0
add-c,8,10,160,531000,3318,0
add-c,8,20,320,435000,1359,0
add-c,8,40,640,423000,660,0
add-c,8,80,1280,609000,475,0
add-c,8,100,1600,668000,417,0
add-c,8,1000,16000,10829000,676,0
add-c,8,10000,160000,111364000,696,0
add-c,12,10,240,675000,2812,0
add-c,12,20,480,758000,1579,0
add-c,12,40,960,721000,751,0
add-c,12,80,1920,549000,285,0
add-c,12,100,2400,516000,215,0
add-c,12,1000,24000,21637000,901,0
add-c,12,10000,240000,246939000,1028,0
add-yield-m,1,10,20,164000,8200,0
add-yield-m,1,20,40,106000,2650,0
add-yield-m,1,40,80,108000,1350,0
add-yield-m,1,80,160,189000,1181,0
add-yield-m,1,100,200,141000,705,0
add-yield-m,1,1000,2000,880000,440,0
add-yield-m,1,10000,20000,6213000,310,0
add-yield-m,2,10,40,157000,3925,0
add-yield-m,2,20,80,307000,3837,0
add-yield-m,2,40,160,411000,2568,0
add-yield-m,2,80,320,485000,1515,0
add-yield-m,2,100,400,476000,1190,0
add-yield-m,2,1000,4000,4546000,1136,0
add-yield-m,2,10000,40000,47897000,1197,0
add-yield-m,4,10,80,598000,7475,0
add-yield-m,4,20,160,840000,5250,0
add-yield-m,4,40,320,1797000,5615,0
add-yield-m,4,80,640,3130000,4890,0
add-yield-m,4,100,800,4023000,5028,0
add-yield-m,4,1000,8000,40624000,5078,0
add-yield-m,4,10000,80000,371893000,4648,0
add-yield-m,8,10,160,1932000,12075,0
add-yield-m,8,20,320,2019000,6309,0
add-yield-m,8,40,640,4361000,6814,0
add-yield-m,8,80,1280,8806000,6879,0
add-yield-m,8,100,1600,12744000,7965,0
add-yield-m,8,1000,16000,122385000,7649,0
add-yield-m,8,10000,160000,1355004000,8468,0
add-yield-m,12,10,240,2272000,9466,0
add-yield-m,12,20,480,4125000,8593,0
add-yield-m,12,40,960,9087000,9465,0
add-yield-m,12,80,1920,22046000,11482,0
add-yield-m,12,100,2400,21635000,9014,0
add-yield-m,12,1000,24000,285397000,11891,0
add-yield-m,12,10000,240000,2809982000,11708,0
add-yield-s,1,10,20,95000,4750,0
add-yield-s,1,20,40,94000,2350,0
add-yield-s,1,40,80,117000,1462,0
add-yield-s,1,80,160,131000,818,0
add-yield-s,1,100,200,144000,720,0
add-yield-s,1,1000,2000,632000,316,0
add-yield-s,2,10,40,176000,4400,0
add-yield-s,2,20,80,214000,2675,0
add-yield-s,2,40,160,221000,1381,0
add-yield-s,2,80,320,316000,987,0
add-yield-s,2,100,400,447000,1117,0
add-yield-s,2,1000,4000,3101000,775,0
add-yield-s,4,10,80,403000,5037,0
add-yield-s,4,20,160,447000,2793,0
add-yield-s,4,40,320,832000,2600,0
add-yield-s,4,80,640,1589000,2482,0
add-yield-s,4,100,800,1695000,2118,0
add-yield-s,4,1000,8000,8945000,1118,0
add-yield-s,8,10,160,1574000,9837,0
add-yield-s,8,20,320,2190000,6843,0
add-yield-s,8,40,640,3363000,5254,0
add-yield-s,8,80,1280,6382000,4985,0
add-yield-s,8,100,1600,8648000,5405,0
add-yield-s,8,1000,16000,70110000,4381,0
add-yield-s,12,10,240,26041000,108504,0
add-yield-s,12,20,480,4197000,8743,0
add-yield-s,12,40,960,8845000,9213,0
add-yield-s,12,80,1920,132579000,69051,0
add-yield-s,12,100,2400,27301000,11375,0
add-yield-s,12,1000,24000,990011000,41250,0
add-yield-c,1,10,20,73000,3650,0
add-yield-c,1,20,40,123000,3075,0
add-yield-c,1,40,80,123000,1537,0
add-yield-c,1,80,160,130000,812,0
add-yield-c,1,100,200,133000,665,0
add-yield-c,1,1000,2000,647000,323,0
add-yield-c,1,10000,20000,6188000,309,0
add-yield-c,2,10,40,145000,3625,0
add-yield-c,2,20,80,199000,2487,0
add-yield-c,2,40,160,203000,1268,0
add-yield-c,2,80,320,319000,996,0
add-yield-c,2,100,400,412000,1030,0
add-yield-c,2,1000,4000,2668000,667,0
add-yield-c,2,10000,40000,23731000,593,0
add-yield-c,4,10,80,310000,3875,0
add-yield-c,4,20,160,424000,2650,0
add-yield-c,4,40,320,597000,1865,0
add-yield-c,4,80,640,827000,1292,0
add-yield-c,4,100,800,1150000,1437,0
add-yield-c,4,1000,8000,8435000,1054,0
add-yield-c,4,10000,80000,84551000,1056,0
add-yield-c,8,10,160,968000,6050,0
add-yield-c,8,20,320,1316000,4112,0
add-yield-c,8,40,640,2474000,3865,0
add-yield-c,8,80,1280,3232000,2525,0
add-yield-c,8,100,1600,3510000,2193,0
add-yield-c,8,1000,16000,33347000,2084,0
add-yield-c,8,10000,160000,324285000,2026,0
add-yield-c,12,10,240,1603000,6679,0
add-yield-c,12,20,480,2568000,5350,0
add-yield-c,12,40,960,4398000,4581,0
add-yield-c,12,80,1920,9151000,4766,0
add-yield-c,12,100,2400,9865000,4110,0
add-yield-c,12,1000,24000,86324000,3596,0
add-yield-c,12,10000,240000,856435000,3568,0
