add-yield-c,8,40,640,1542000,2409,0
add-yield-c,8,80,1280,3097000,2419,0
add-yield-c,8,100,1600,3935000,2459,0
add-yield-c,8,1000,16000,33409000,2088,0
add-yield-c,8,10000,160000,290144000,1813,0
add-yield-c,12,10,240,1575000,6562,0
add-yield-c,12,20,480,1972000,4108,0
add-yield-c,12,40,960,3408000,3550,0
add-yield-c,12,80,1920,5708000,2972,0
add-yield-c,12,100,2400,8276000,3448,0
add-yield-c,12,1000,24000,72040000,3001,0
add-yield-c,12,10000,240000,708560000,2952,0
